"No.","Time","Delta","Source","Destination","Protocol","Length","Src Port","Dst Port","Info"
"1","0.000000","0.000000","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"2","0.000107","0.000107","192.168.21.67","236.10.10.10","PSN","109","59993","56565","59993  >  56565 Len=77"
"3","0.033075","0.032968","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"4","0.064492","0.031417","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"5","0.093717","0.029225","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"6","0.122585","0.028868","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"7","0.156742","0.034157","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"8","0.190195","0.033453","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"9","0.220089","0.029894","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"10","0.263821","0.043732","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"11","0.306713","0.042892","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"12","0.338478","0.031765","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"13","0.370151","0.031673","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"14","0.414003","0.043852","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"15","0.446910","0.032907","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"16","0.478447","0.031537","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"17","0.512253","0.033806","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"18","0.571122","0.058869","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"19","0.610995","0.039873","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"20","0.644739","0.033744","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"21","0.677009","0.032270","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"22","0.706587","0.029578","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"23","0.736350","0.029763","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"24","0.775460","0.039110","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"25","0.819398","0.043938","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"26","0.849451","0.030053","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"27","0.880252","0.030801","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"28","0.916504","0.036252","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"29","0.950030","0.033526","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"30","0.980657","0.030627","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"31","1.012969","0.032312","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"32","1.042563","0.029594","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"33","1.071951","0.029388","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"34","1.103312","0.031361","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"35","1.137451","0.034139","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"36","1.170575","0.033124","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"37","1.208298","0.037723","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"38","1.240068","0.031770","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"39","1.268221","0.028153","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"40","1.305767","0.037546","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"41","1.337350","0.031583","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"42","1.371769","0.034419","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"43","1.403667","0.031898","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"44","1.436659","0.032992","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"45","1.466460","0.029801","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"46","1.497790","0.031330","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"47","1.526946","0.029156","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"48","1.559764","0.032818","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"49","1.591665","0.031901","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"50","1.622591","0.030926","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"51","1.652786","0.030195","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"52","1.684655","0.031869","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"53","1.716473","0.031818","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"54","1.747031","0.030558","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"55","1.779623","0.032592","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"56","1.812246","0.032623","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"57","1.844888","0.032642","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"58","1.885429","0.040541","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"59","1.915196","0.029767","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"60","1.945452","0.030256","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"61","1.976579","0.031127","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"62","2.005996","0.029417","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"63","2.040179","0.034183","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"64","2.067233","0.027054","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"65","2.082837","0.015604","192.168.21.67","236.10.10.10","PSN","109","59993","56565","59993  >  56565 Len=77"
"66","2.098674","0.015837","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"67","2.134838","0.036164","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"68","2.166918","0.032080","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"69","2.195028","0.028110","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"70","2.223878","0.028850","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"71","2.256449","0.032571","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"72","2.286945","0.030496","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"73","2.315731","0.028786","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"74","2.348372","0.032641","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"75","2.381776","0.033404","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"76","2.413455","0.031679","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"77","2.440401","0.026946","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"78","2.470326","0.029925","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"79","2.507413","0.037087","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"80","2.546240","0.038827","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"81","2.581879","0.035639","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"82","2.621343","0.039464","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"83","2.661769","0.040426","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"84","2.690210","0.028441","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"85","2.723387","0.033177","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"86","2.753419","0.030032","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"87","2.786014","0.032595","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"88","2.817282","0.031268","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"89","2.847377","0.030095","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"90","2.879815","0.032438","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"91","2.920712","0.040897","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"92","2.953367","0.032655","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"93","2.985565","0.032198","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"94","3.015810","0.030245","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"95","3.048045","0.032235","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"96","3.077570","0.029525","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"97","3.119678","0.042108","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"98","3.153210","0.033532","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"99","3.186942","0.033732","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"100","3.220343","0.033401","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"101","3.253763","0.033420","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"102","3.284092","0.030329","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"103","3.315492","0.031400","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"104","3.346547","0.031055","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"105","3.378179","0.031632","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"106","3.408951","0.030772","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"107","3.439140","0.030189","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"108","3.469906","0.030766","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"109","3.500689","0.030783","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"110","3.531984","0.031295","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"111","3.563517","0.031533","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"112","3.596821","0.033304","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"113","3.628109","0.031288","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"114","3.668860","0.040751","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"115","3.708903","0.040043","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"116","3.740538","0.031635","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"117","3.771431","0.030893","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"118","3.799772","0.028341","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"119","3.831932","0.032160","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"120","3.863638","0.031706","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"121","3.893373","0.029735","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"122","3.933251","0.039878","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"123","3.966110","0.032859","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"124","4.000124","0.034014","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"125","4.035784","0.035660","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"126","4.065194","0.029410","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"127","4.096396","0.031202","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"128","4.128862","0.032466","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"129","4.128928","0.000066","192.168.21.67","236.10.10.10","PSN","109","59993","56565","59993  >  56565 Len=77"
"130","4.161836","0.032908","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"131","4.194379","0.032543","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"132","4.223309","0.028930","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"133","4.262438","0.039129","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"134","4.293905","0.031467","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"135","4.325623","0.031718","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"136","4.359195","0.033572","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"137","4.393193","0.033998","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"138","4.423211","0.030018","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"139","4.455254","0.032043","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"140","4.482200","0.026946","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"141","4.515158","0.032958","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"142","4.551081","0.035923","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"143","4.583932","0.032851","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"144","4.614580","0.030648","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"145","4.654295","0.039715","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"146","4.685214","0.030919","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"147","4.714686","0.029472","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"148","4.745894","0.031208","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"149","4.783889","0.037995","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"150","4.814060","0.030171","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"151","4.844352","0.030292","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"152","4.882061","0.037709","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"153","4.919761","0.037700","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"154","4.951113","0.031352","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"155","4.983071","0.031958","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"156","5.013846","0.030775","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"157","5.045758","0.031912","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"158","5.079027","0.033269","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"159","5.107865","0.028838","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"160","5.139287","0.031422","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"161","5.170684","0.031397","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"162","5.203976","0.033292","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"163","5.235678","0.031702","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"164","5.267989","0.032311","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"165","5.300852","0.032863","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"166","5.334615","0.033763","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"167","5.367355","0.032740","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"168","5.400458","0.033103","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"169","5.434233","0.033775","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"170","5.468465","0.034232","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"171","5.501907","0.033442","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"172","5.534980","0.033073","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"173","5.575431","0.040451","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"174","5.607546","0.032115","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"175","5.661948","0.054402","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"176","5.694636","0.032688","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"177","5.726270","0.031634","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"178","5.755210","0.028940","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"179","5.787963","0.032753","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"180","5.819067","0.031104","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"181","5.854520","0.035453","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"182","5.890472","0.035952","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"183","5.922825","0.032353","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"184","5.952107","0.029282","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"185","5.988902","0.036795","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"186","6.017497","0.028595","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"187","6.050424","0.032927","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"188","6.091757","0.041333","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"189","6.129753","0.037996","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"190","6.172069","0.042316","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"191","6.205864","0.033795","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"192","6.221096","0.015232","192.168.21.67","236.10.10.10","PSN","109","59993","56565","59993  >  56565 Len=77"
"193","6.239172","0.018076","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"194","6.271756","0.032584","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"195","6.309811","0.038055","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"196","6.349522","0.039711","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"197","6.390811","0.041289","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"198","6.426073","0.035262","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"199","6.456615","0.030542","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"200","6.485572","0.028957","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"201","6.517820","0.032248","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"202","6.547411","0.029591","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"203","6.580992","0.033581","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"204","6.611849","0.030857","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"205","6.639948","0.028099","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"206","6.675051","0.035103","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"207","6.705738","0.030687","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"208","6.735173","0.029435","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"209","6.765781","0.030608","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"210","6.797664","0.031883","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"211","6.840067","0.042403","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"212","6.879572","0.039505","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"213","6.910674","0.031102","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"214","6.940446","0.029772","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"215","6.971882","0.031436","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"216","7.003534","0.031652","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"217","7.032175","0.028641","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"218","7.069699","0.037524","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"219","7.101990","0.032291","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"220","7.133790","0.031800","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"221","7.167948","0.034158","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"222","7.200982","0.033034","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"223","7.230706","0.029724","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"224","7.270940","0.040234","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"225","7.302697","0.031757","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"226","7.336613","0.033916","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"227","7.375245","0.038632","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"228","7.408744","0.033499","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"229","7.439739","0.030995","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"230","7.470640","0.030901","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"231","7.502933","0.032293","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"232","7.539945","0.037012","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"233","7.568183","0.028238","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"234","7.608840","0.040657","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"235","7.644448","0.035608","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"236","7.672741","0.028293","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"237","7.712434","0.039693","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"238","7.752565","0.040131","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"239","7.784784","0.032219","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"240","7.824826","0.040042","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"241","7.856209","0.031383","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"242","7.886161","0.029952","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"243","7.915400","0.029239","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"244","7.951912","0.036512","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"245","7.990092","0.038180","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"246","8.021893","0.031801","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"247","8.053149","0.031256","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"248","8.094470","0.041321","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"249","8.131016","0.036546","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"250","8.162018","0.031002","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"251","8.192259","0.030241","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"252","8.221580","0.029321","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
"253","8.258268","0.036688","192.168.21.67","236.10.10.10","PSN","80","59993","56565","59993  >  56565 Len=48"
