"No.","Time","Delta TIme","Source","Destination","Protocol","Length","S. Port","D. Port","Info"
"3801","79.024356","0.020185","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3802","79.043934","0.019578","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3803","79.063081","0.019147","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3804","79.084117","0.021036","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3805","79.105930","0.021813","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3806","79.126047","0.020117","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3807","79.145651","0.019604","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3808","79.165939","0.020288","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3809","79.186663","0.020724","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3810","79.208055","0.021392","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3811","79.229953","0.021898","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3812","79.230007","0.000054","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"3813","79.252654","0.022647","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3814","79.274632","0.021978","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3815","79.296961","0.022329","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3816","79.319676","0.022715","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3817","79.341222","0.021546","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3818","79.362242","0.021020","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3819","79.384310","0.022068","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3820","79.406263","0.021953","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3821","79.426699","0.020436","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3822","79.448430","0.021731","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3823","79.470368","0.021938","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3824","79.491831","0.021463","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3825","79.513214","0.021383","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3826","79.533846","0.020632","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3827","79.553909","0.020063","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3828","79.574618","0.020709","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3829","79.595181","0.020563","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3830","79.616037","0.020856","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3831","79.636335","0.020298","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3832","79.656626","0.020291","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3833","79.677806","0.021180","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3834","79.699983","0.022177","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3835","79.722719","0.022736","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3836","79.744763","0.022044","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3837","79.766486","0.021723","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3838","79.787609","0.021123","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3839","79.807079","0.019470","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3840","79.827837","0.020758","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3841","79.848443","0.020606","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3842","79.869832","0.021389","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3843","79.891876","0.022044","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3844","79.912793","0.020917","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3845","79.933490","0.020697","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3846","79.953566","0.020076","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3847","79.973660","0.020094","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3848","79.994396","0.020736","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3849","80.014250","0.019854","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3850","80.034440","0.020190","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3851","80.054207","0.019767","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3852","80.074097","0.019890","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3853","80.093667","0.019570","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3854","80.113299","0.019632","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3855","80.132831","0.019532","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3856","80.152716","0.019885","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3857","80.170894","0.018178","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3858","80.191308","0.020414","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3859","80.213774","0.022466","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3860","80.235631","0.021857","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3861","80.258168","0.022537","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3862","80.280366","0.022198","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3863","80.303004","0.022638","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3864","80.324863","0.021859","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3865","80.345799","0.020936","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3866","80.366922","0.021123","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3867","80.388406","0.021484","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3868","80.410207","0.021801","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3869","80.429733","0.019526","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3870","80.452212","0.022479","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3871","80.474404","0.022192","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3872","80.496391","0.021987","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3873","80.519086","0.022695","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3874","80.538994","0.019908","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3875","80.548609","0.009615","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"3876","80.558404","0.009795","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3877","80.578067","0.019663","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3878","80.598584","0.020517","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3879","80.619107","0.020523","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3880","80.639330","0.020223","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3881","80.659805","0.020475","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3882","80.680928","0.021123","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3883","80.701898","0.020970","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3884","80.723737","0.021839","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3885","80.745386","0.021649","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3886","80.768170","0.022784","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3887","80.789663","0.021493","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3888","80.810910","0.021247","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3889","80.833303","0.022393","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3890","80.854319","0.021016","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3891","80.875773","0.021454","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3892","80.895995","0.020222","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3893","80.918132","0.022137","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3894","80.940179","0.022047","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3895","80.961156","0.020977","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3896","80.982604","0.021448","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3897","81.003568","0.020964","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3898","81.025472","0.021904","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3899","81.045989","0.020517","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3900","81.065998","0.020009","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3901","81.085485","0.019487","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3902","81.106167","0.020682","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3903","81.126320","0.020153","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3904","81.146578","0.020258","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3905","81.167075","0.020497","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3906","81.188755","0.021680","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3907","81.210473","0.021718","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3908","81.233027","0.022554","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3909","81.255371","0.022344","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3910","81.277475","0.022104","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3911","81.298830","0.021355","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3912","81.320493","0.021663","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3913","81.341784","0.021291","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3914","81.363004","0.021220","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3915","81.385705","0.022701","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3916","81.408137","0.022432","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3917","81.427428","0.019291","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3918","81.446880","0.019452","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3919","81.467365","0.020485","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3920","81.487979","0.020614","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3921","81.508722","0.020743","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3922","81.529776","0.021054","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3923","81.549197","0.019421","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3924","81.568142","0.018945","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3925","81.588455","0.020313","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3926","81.608598","0.020143","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3927","81.628631","0.020033","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3928","81.648945","0.020314","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3929","81.669953","0.021008","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3930","81.691449","0.021496","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3931","81.713462","0.022013","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3932","81.736222","0.022760","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3933","81.758083","0.021861","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3934","81.780233","0.022150","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3935","81.802680","0.022447","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3936","81.823722","0.021042","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3937","81.843319","0.019597","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3938","81.864014","0.020695","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3939","81.864106","0.000092","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"3940","81.885536","0.021430","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3941","81.907528","0.021992","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3942","81.929660","0.022132","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3943","81.952029","0.022369","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3944","81.973359","0.021330","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3945","81.995372","0.022013","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3946","82.017968","0.022596","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3947","82.039021","0.021053","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3948","82.058668","0.019647","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3949","82.077852","0.019184","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3950","82.096801","0.018949","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3951","82.117144","0.020343","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3952","82.136956","0.019812","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3953","82.156523","0.019567","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3954","82.177147","0.020624","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3955","82.198595","0.021448","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3956","82.220733","0.022138","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3957","82.242460","0.021727","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3958","82.264857","0.022397","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3959","82.287565","0.022708","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3960","82.309499","0.021934","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3961","82.332108","0.022609","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3962","82.352531","0.020423","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3963","82.373963","0.021432","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3964","82.395781","0.021818","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3965","82.418382","0.022601","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3966","82.437860","0.019478","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3967","82.459412","0.021552","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3968","82.479958","0.020546","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3969","82.502131","0.022173","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3970","82.523977","0.021846","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3971","82.543941","0.019964","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3972","82.564154","0.020213","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3973","82.583842","0.019688","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3974","82.603812","0.019970","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3975","82.623825","0.020013","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3976","82.643191","0.019366","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3977","82.663345","0.020154","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3978","82.684821","0.021476","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3979","82.707077","0.022256","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3980","82.729415","0.022338","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3981","82.751571","0.022156","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3982","82.772935","0.021364","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3983","82.793766","0.020831","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3984","82.816100","0.022334","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3985","82.836853","0.020753","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3986","82.857525","0.020672","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3987","82.878578","0.021053","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3988","82.900900","0.022322","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3989","82.923367","0.022467","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3990","82.945600","0.022233","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3991","82.968191","0.022591","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3992","82.989825","0.021634","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3993","83.011888","0.022063","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3994","83.033091","0.021203","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3995","83.053346","0.020255","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3996","83.073245","0.019899","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3997","83.093344","0.020099","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3998","83.113163","0.019819","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"3999","83.133361","0.020198","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4000","83.153812","0.020451","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4001","83.174296","0.020484","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4002","83.184884","0.010588","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"4003","83.196276","0.011392","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4004","83.218736","0.022460","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4005","83.237848","0.019112","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4006","83.256484","0.018636","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4007","83.277620","0.021136","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4008","83.300222","0.022602","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4009","83.321686","0.021464","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4010","83.342976","0.021290","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4011","83.364983","0.022007","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4012","83.386574","0.021591","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4013","83.408671","0.022097","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4014","83.428870","0.020199","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4015","83.449925","0.021055","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4016","83.471919","0.021994","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4017","83.494247","0.022328","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4018","83.516887","0.022640","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4019","83.537965","0.021078","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4020","83.556974","0.019009","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4021","83.576707","0.019733","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4022","83.597719","0.021012","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4023","83.618318","0.020599","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4024","83.637954","0.019636","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4025","83.657576","0.019622","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4026","83.678000","0.020424","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4027","83.699347","0.021347","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4028","83.721772","0.022425","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4029","83.742806","0.021034","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4030","83.765517","0.022711","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4031","83.788684","0.023167","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4032","83.809619","0.020935","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4033","83.832081","0.022462","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4034","83.851413","0.019332","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4035","83.872582","0.021169","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4036","83.894637","0.022055","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4037","83.917364","0.022727","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4038","83.940253","0.022889","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4039","83.961673","0.021420","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4040","83.983357","0.021684","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4041","84.005286","0.021929","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4042","84.027526","0.022240","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4043","84.048999","0.021473","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4044","84.069479","0.020480","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4045","84.089838","0.020359","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4046","84.110009","0.020171","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4047","84.129636","0.019627","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4048","84.149244","0.019608","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"4049","84.170064","0.020820","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
